Rating,Review,Name
1.0,"Had picked up milk rasgulla tday for rakhi from vaishali  branch 1 n half kg...
It was all spoiled ...it was sour...
I stay in jagatpura  n got to know only after I returned... could not go back all the way to vaishali n ramnagaria  for whom I had picked the things to get it exchanged...
Can something...be done about it...
I always take sweets from there every rakhi..
This is  such an embarrassment for me when I rcvd call from my brother n  sister in laws place that the sweets are all spoiled n sour...",UMA SHARMA
5.0,"Nice place to eat ... Usually rush during dinner hours on weekends ... Fresh food ... And it is a multi cuisine place . So you can order a lot more things .

Special thali is must have thing. And even salads are fine and good .",DIVYANSH SARASWAT
5.0,"You find dining restaurant with spacious banquet for a relishing dining experience

Rajasthan in the world is known for hospitality

They installed a atm 🏧 machine which gives snacks and chocolates by scanning the acer screen
Little price is high",Shubham
5.0,"It was awesome time when i had my first meal ( Dal Bhati Churma) Rajasthani Special Thalli in this restaurant , really love the taste of Dal and Churma. I wish for second time as well.",Zion loden Lepcha
3.0,"A nice food court with variety of options to choose from. The one go salad is very good here. Also choley bhature is a must try.
The place is overcrowded in weekends. Food is hygienic. There is a semi open kitchen. Avoid on weekends. They also have a fine dining restaurant called tan sukh.",Priyam Sharma
5.0,"Great place for having food with or hangout with family. Quality of food is great. Quality Sweets with many varieties available here. If you are looking to gift someone in festival season you can go for dry fruits, chocolate etc packets. Proper meal or fast-food both are available here.",Devendra Jadav
1.0,Unprofessional staff denied to serve us “Mr Bharat “ denied to treat and was arrogant hope this is a message to the owner of keeping unprofessional staff their is no sense of keeping several branches,Naina Kukreja
1.0,"Restaurant is very noisy, counter boy calls serial no in full voice making it like a street chowpaty...You will not find such noise even on indian railway platform.",Sudhir Goyal
5.0,"Awesome food and hygiene. Thali, choley bhature and dosa are among most popular...
If you love sizzlers then try ""Tansukh special sizzler."" It's yum!!!
The important thing to note is that it comprises two restaurants...  Kanha & Tansukh. Kanha is basically a sweet shop with a food court.
Tansukh is a fine dining restaurant.",Khushwant Singh Rathore
5.0,"Amazing restaurant coming here from a decade, amazing family ambience and culture and atmosphere.",Aditya Choudhary
5.0,"Kaccha gola , plain barfi anf pakija all these sweets are amazing in taste and veri delicious.",Sourabh
4.0,"Had breakfast, delicious and tasty, loved the chole bhature,,",Paspuletti
1.0,"Overrated restaurant in Jaipur , food is pathetic and same is ambiance pathetic . Chilli garlic noodles was smelling as if 2 days older",AGR SOLAR
4.0,"One of the best place for food in jaipur, so many cuisines available at one place...loved the taste of food there",rajat mogra
1.0,"I ordered chole bhature fot takeaway..
The way they have packed bhature are terrible.. It gt hard... No foil no proper packaging.. Jsst bag m daala nd dedo.. Is this hygiene they follow while on going corona .. I have photos also..
Please be good nd hygienic while packing..",Anirudh Lala
5.0,"Excellent food, genuine rates... though they have started measured for cost cutting...like replacing chole of chole bhature with green chillies.",Sumit Pundir
4.0,Kanha restaurant is a good family restaurant. Which is easy to find cause it is on main queens road. And fully ac and also reasonable price of every item. Good sitting arrangements. I love this place.,Arjun Singh
3.0,Not up to the mark specifically Laddos nd namkeen for bhaji boxes in comparison to NCR,CA.YOGESH GARG
4.0,"Nice place. Good food at the fine dine section on the first floor. Lift also available for those who need it.
Dec 2024. Had food at the ground floor at Kanha. Too much of parking woes. Too much of waiting to get a table cleaned. Food is tasty though.",Piyush A
4.0,This is a full bucket restaurant... Full of foods and sweets...😍 This place is good fr any time food... Casual dinning and proper dinning in tansukh...😁😁 With decent interior and friendly staff with fast service. They provide self service facility which is very convinient for everyone.. …,rahul vijay
5.0,"Best branch of kanha and everything is delicious

Maheshwari samaj card holder @10% on all bills",GAURANSH SINGHAL
3.0,The place is good for a quick bite but it's always more crowded than the staff can handle. That's why tables n glasses are always dirty.,Tasneem Ojha
4.0,"It is amazing outlet, we had pav bhaji masala dosa and rice Manchurian. Food was good. Service could have been better in communication",Anshul Sharma
5.0,"The best place for sweets and food

Special dish -: doodh ladoo",Deepak singh Bohara
4.0,"Good vegetarian food and sweets.  Loved there Chinese food also .....it has a good ambience, well behaved staff etc .....",Mohd Shoyeb
5.0,"It was delicious being here. Sunil was our server he was all smiling throughout and food was delicious .
Worth coming at the restaurant on 1st floor",Rajat Tuteja
3.0,"It's OK ok, we ordered chole bhature, dosa, hakka noodles. Among which everything tasted just ok...but paw bhaji was rotten...it was tasting so bad...",Tishita Nandan
5.0,"Very nice food. Deleiverd more then promised. Delicious food and great service.

Very clear area and staff served food with mask with complete covid protection.",O T
5.0,"Cake is awesome

Rasmali, kanpoori padoo, and all other sweets are delicious 😋",Alpanshu Bhargava
5.0,"Perfect place to dine for food lovers. Lots of variety in food including Noth indian, punjabi, indian chat and sweet have mouth watering test.",virat adwani
4.0,A nice place for weekend dinner or some fast food. Kanha fast food is a take away service. Preparation and staff is good. It has 3 sections . The bakery and sweets are awesome. Now separate billing counters for fast food and bakery items. For quick bites.,Rajesh Bij
5.0,"I love this place. All Kanha outlets are superb. Food quality and taste is too good. The kitchen is open and clean.
Food prices are affordable.",Diksha Rathore
5.0,Food is delicious at the restaurant 👍also ambience is good. Parking is available.,Kanchan Priya
5.0,Good food and super place for family...,utsav bhatt
5.0,Great quality food. Clean and properly maintained. Situated at a convenient place.,Albert Rozario
4.0,Very crowded... reasonable pricing..... Good menu... Bad management of veh parking,Viji Viji
1.0,Veg restaurant serving insect in the food . Morning breakfast also hair was there. Now dinner also paneer sabji with insect please check and eat,Nirmal Agarwal
5.0,Great experience on Christmas.. guy was distributing chocolate among kids,Sukhdev Chouhan
5.0,Love this place.They have a wide variety in the food court and the food they prepare is delicious plus they keep good hygiene and ample amount of seating space and parking. Not to forget their sweets have become our family tradition for every festival.,KRIPA DEVPURA
